date,artificial intelligence,crime,education,elections,entertainment,environment,finance,health,immigration,international relations,pandemics,politics,protests,science,sports,technology,videogames,war,users,new_users,num_likes,num_posts,num_images,num_follows,num_blocks
2025-02-20,,,,,,,,,,,,,,,recopa sudamericana association football continental winner racing rubiales affair the audiencia nacional convicts former royal spanish football federation head luis rubiales for kissing womens national team player jenni hermoso without her consent at the fifa womens world cup final and orders him to pay a fine of,,,,31942705.0,60904.0,32284198,5126563,983555,7452999,373456
2025-02-21,,,,,,,,,,,,,,,,,,,31999817.0,57112.0,32397360,5173068,1003196,7177873,408238
2025-02-22,,,,,,,,,,,,,,,south american indoor championships in athletics athletics continental winner brazil,,,,32056096.0,56279.0,30678614,4688225,992703,7357533,372376
2025-02-23,,,,german federal election was held the german federal election was held after being pushed forward as a result of the german government crisis german federal election after being pushed forward as a result of the german government crisis the centreright cducsu becomes the largest party with big gains from the farright afd resulting in a secondplace finish german federal election,,,,,,,,,,,,,,,32124054.0,67958.0,31631342,4640416,986672,8059534,388847
2025-02-24,,,,,,,,,,,,,,nasa formally announces that asteroid yr now poses no significant threat to earth in and beyond as the chances of an impact drops to in this means a planetary defense mission to intercept and deflect the object in during a close flyby of earth is no longer necessary,,,,,32192703.0,68649.0,32116373,4861622,990269,8063234,402881
2025-02-25,,,,,,an oil spill cleaning vessel collides with a ferry along the yuanshui river in hunan killing at least people an antonov an of the sudanese air force crashes in a residential area near the wadi seidna air base all occupants onboard and people on the ground die,,,,,,,,,,,warner bros games closed monolith productions player first games and wb games san diego,,32256322.0,63619.0,31788232,4975998,965718,7958298,391079
2025-02-26,,,,,,,,,,,,,,,,,,,32320580.0,64258.0,30663514,4992355,955998,7583002,351761
2025-02-27,openai announces a research preview of gpt its largest and most advanced ai model to date,,,ontario general election,,,,,,,,,,,,,,,32373809.0,53229.0,30155351,5007686,972678,7180129,349087
2025-02-28,,,,,,,,,,,,,,,,an electronic device called etaste developed by ohio state university is shown to replicate the perception of taste which could enhance virtual reality experiences,,a meeting between the president of the united states donald trump and the president of ukraine volodomyr zelenskyy takes place at the white house trump and the vice president of the united states jd vance sharply criticise zelenskyy raising questions about the support for ukraine the proposed end to the war as well as the countrys future in general,32432425.0,58616.0,37358826,5542527,1075134,7239466,344718
2025-03-01,,,,,,,,,,,,,in romania tens of thousands gather at an aur protest in bucharest in support of clin georgescu and against the annulment of the romanian presidential election,,u copa libertadores association football continental winner flamengo,,,,32492995.0,60570.0,38230701,5013404,1059404,7119622,371965
2025-03-02,,,,hamburg state election,,,,,,,,tajik parliamentary election,,,tokyo marathon wmm marathon international winner men tadese takelewomen sutume asefa kebede,firefly aerospace successfully lands the blue ghost mission on the moon as part of nasas commercial lunar payload services program delivering payloads to mare crisium with instruments to study lunar regoliths and the interactions between solar wind and earths magnetic field firefly aerospace becomes the first commercial company to successfully land on the moon with no technical issues with its blue ghost mission,,,32553350.0,60355.0,33178217,4659734,1013648,7960943,390083
2025-03-03,,,,,,,,,,the trump administration pauses military aid to ukraine following the oval office meeting with zelenskyy the previous week,,,,,,,,,32608535.0,55185.0,32785731,4919903,968654,7020976,368449
2025-03-04,,,,micronesian parliamentary election,,,,,,,,,,colossal biosciences creates woolly mice as part of deextinction efforts for the woolly mammoth deextinction company colossal biosciences announces the creation of a woolly mouse with eight modified genes expressing mammothlike traits relevant to cold adaptation and providing a platform for validation of genome engineering targets,,,,,32661773.0,53238.0,34038570,5204752,994235,6766095,370693
2025-03-05,,sudan files an application against the united arab emirates before the international court of justice alleging violations of the convention on the prevention and punishment of the crime of genocide by the uae through its support for the rsf which is responsible for the genocide in darfur,,,,,,,,,,,,,indian wells open tennis international winner men jack draperwomen mirra andreeva,italian researchers report turning light into a supersolid for the first time,,,32718101.0,56328.0,36007117,5212424,979079,6813834,376060
2025-03-06,,,,,,,,,,,,,,a study in science finds that butterfly populations in the us declined by between and with times as many species decreasing as increasing raising concerns about future biodiversity loss,european athletics indoor championships athletics continental winner netherlands,,,,32766004.0,47903.0,31450296,5087893,963587,6127190,366730
2025-03-07,,,,,,,,,,,,,,,race of champions motorsport international winner sébastien loeb,,,,32810149.0,44145.0,30310627,5003537,980088,6048146,324025
2025-03-08,,,,western australian state election,,,,,,,,,,,,,,more than people including civilians are reported killed in a crackdown by syrian transitional government security forces in the alawite region described as the countrys worst violence for years,32851121.0,40972.0,28259636,4425681,991038,6450179,344757
2025-03-09,,,,liberal party of canada leadership election the former governor of the bank of canada mark carney becomes the leader of the liberal party of canada becoming the prime minister of canada five days later the romanian central electoral bureau rejects clin georgescus candidacy for the romanian presidential election citing his failure to comply with electoral regulations that contributed to the annulment of the romanian presidential election,,,,,,,,the liberal party of canada holds a leadership election to replace trudeau as prime minister and mark carney was elected at the end of a leadership election as a result,,,,,,,32893046.0,41925.0,28301075,4360077,987486,7380274,369098
2025-03-10,,,,,,,,,,,,,,a study in the journal pnas finds that microplastic pollution reduces photosynthesis in plants and algae by up to leading to estimated annual food losses of million tonnes of crops and up to million tonnes of seafood without action to reduce plastic waste this could lead to another million people at risk of starvation within two decades,,,,,32956818.0,63772.0,31852166,5145803,1017608,7646584,407814
2025-03-11,,,,greenlandic general election greenlandic general election,,,,,,,,,,,,,,,33020714.0,63896.0,32587176,5229826,999153,6800609,371719
2025-03-12,,,,belizean general election belizean general election the incumbent peoples united party wins a second term in a landslide victory,,,,,,,,,,,,,scopely acquires the games division and related intellectual property of niantic inc for billion which includes niantics pokemon go and monster hunter now,,33076246.0,55532.0,31030763,4998156,951276,6259058,327032
2025-03-13,,,,,,,,,,,,,,,players championship golf international winner rory mcilroy,the first image of two pink proteins attached to the membrane of a mitochondrion is obtained via cryoelectron microscopy a potential breakthrough in developing treatments for parkinsons disease,,,33123037.0,46791.0,30521883,5034101,959992,6128349,304552
